WmoStationNumber,StationNameThai,StationNameEnglish,Province,Latitude,Longitude,Observation
48458,ฉะเชิงเทรา,CHACHOENGSAO,ฉะเชิงเทรา,"{'@Unit': 'decimal degree', '#text': '13.51556'}","{'@Unit': 'decimal degree', '#text': '101.45833'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1006.68'}, 'Temperature': {'@Unit': 'celcius', '#text': '27.6'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '33.8'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '-1.2'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '27.0'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '1.9'}, 'RelativeHumidity': {'@Unit': '%', '#text': '83'}, 'WindDirection': {'@Unit': 'degree', '#text': '230'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '1'}, 'Rainfall': {'@Unit': 'mm', '#text': '0.00'}}"
48464,ราชบุรี,RATCHA BURI,ราชบุรี,"{'@Unit': 'decimal degree', '#text': '13.48931'}","{'@Unit': 'decimal degree', '#text': '99.79239'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1006.05'}, 'Temperature': {'@Unit': 'celcius', '#text': '27.5'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '34.9'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '0.4'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '26.9'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '1.4'}, 'RelativeHumidity': {'@Unit': '%', '#text': '73'}, 'WindDirection': {'@Unit': 'degree', '#text': '290'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '3'}, 'Rainfall': {'@Unit': 'mm', '#text': '0.01'}}"
48425,สุพรรณบุรี,SUPHAN BURI,สุพรรณบุรี,"{'@Unit': 'decimal degree', '#text': '14.47444'}","{'@Unit': 'decimal degree', '#text': '100.13889'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1005.63'}, 'Temperature': {'@Unit': 'celcius', '#text': '28.2'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '35.5'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '-1.1'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '27.0'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '0.6'}, 'RelativeHumidity': {'@Unit': '%', '#text': '77'}, 'WindDirection': {'@Unit': 'degree', '#text': '090'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '4'}, 'Rainfall': {'@Unit': 'mm', '#text': '0.00'}}"
48427,อู่ทอง สกษ.,U THONG AGROMET.,สุพรรณบุรี,"{'@Unit': 'decimal degree', '#text': '14.30361'}","{'@Unit': 'decimal degree', '#text': '99.86472'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1005.81'}, 'Temperature': {'@Unit': 'celcius', '#text': '28.2'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '35.2'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '-1.0'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '26.7'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '0.6'}, 'RelativeHumidity': {'@Unit': '%', '#text': '88'}, 'WindDirection': {'@Unit': 'degree', '#text': '230'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '10'}, 'Rainfall': {'@Unit': 'mm', '#text': '0.00'}}"
48426,ลพบุรี,LOP BURI,ลพบุรี,"{'@Unit': 'decimal degree', '#text': '14.79972'}","{'@Unit': 'decimal degree', '#text': '100.64500'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1005.20'}, 'Temperature': {'@Unit': 'celcius', '#text': '27.5'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '34.7'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '-0.7'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '25.7'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '-0.1'}, 'RelativeHumidity': {'@Unit': '%', '#text': '81'}, 'WindDirection': {'@Unit': 'degree', '#text': '210'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '2'}, 'Rainfall': {'@Unit': 'mm', '#text': '0.00'}}"
48418,บัวชุม,BUA CHUM,ลพบุรี,"{'@Unit': 'decimal degree', '#text': '15.26667'}","{'@Unit': 'decimal degree', '#text': '101.18736'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1005.05'}, 'Temperature': {'@Unit': 'celcius', '#text': '27.8'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '35.9'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '-2.1'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '26.2'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '1.6'}, 'RelativeHumidity': {'@Unit': '%', '#text': '82'}, 'WindDirection': {'@Unit': 'degree', '#text': '250'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '2'}, 'Rainfall': {'@Unit': 'mm', '#text': '0.00'}}"
48457,นำร่อง,PILOT STATION,สมุทรปราการ,"{'@Unit': 'decimal degree', '#text': '13.39389'}","{'@Unit': 'decimal degree', '#text': '100.59944'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1005.28'}, 'Temperature': {'@Unit': 'celcius', '#text': '28.3'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '32.4'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '-0.6'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '27.5'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '-0.5'}, 'RelativeHumidity': {'@Unit': '%', '#text': '85'}, 'WindDirection': {'@Unit': 'degree', '#text': '200'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '8'}, 'Rainfall': {'@Unit': 'mm', '#text': '0.00'}}"
48420,สมุทรปราการ สกษ.,Samut Prakarn,สมุทรปราการ,"{'@Unit': 'decimal degree', '#text': '13.51667'}","{'@Unit': 'decimal degree', '#text': '100.76167'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1005.29'}, 'Temperature': {'@Unit': 'celcius', '#text': '29.0'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '32.6'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '-0.2'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '28.8'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '2.1'}, 'RelativeHumidity': {'@Unit': '%', '#text': '75'}, 'WindDirection': {'@Unit': 'degree', '#text': '250'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '8'}, 'Rainfall': {'@Unit': 'mm', '#text': '0.00'}}"
48429,สนามบินสุวรรณภูมิ,SUVARNABHUMI AIRPORT,สมุทรปราการ,"{'@Unit': 'decimal degree', '#text': '13.68639'}","{'@Unit': 'decimal degree', '#text': '100.76750'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1005.98'}, 'Temperature': {'@Unit': 'celcius', '#text': '27.9'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '33.2'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '-0.1'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '26.5'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '-0.8'}, 'RelativeHumidity': {'@Unit': '%', '#text': '93'}, 'WindDirection': {'@Unit': 'degree', '#text': '270'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '4'}, 'Rainfall': {'@Unit': 'mm', '#text': '0.00'}}"
48430,ปราจีนบุรี,PRACHIN BURI,ปราจีนบุรี,"{'@Unit': 'decimal degree', '#text': '14.05842'}","{'@Unit': 'decimal degree', '#text': '101.36930'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1005.08'}, 'Temperature': {'@Unit': 'celcius', '#text': '28.0'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '34.9'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '0.1'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '27.2'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '1.8'}, 'RelativeHumidity': {'@Unit': '%', '#text': '88'}, 'WindDirection': {'@Unit': 'degree', '#text': '000'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '0'}, 'Rainfall': {'@Unit': 'mm', '#text': '2.00'}}"
48439,กบินทร์บุรี,KABIN BURI,ปราจีนบุรี,"{'@Unit': 'decimal degree', '#text': '13.98333'}","{'@Unit': 'decimal degree', '#text': '101.70722'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1005.06'}, 'Temperature': {'@Unit': 'celcius', '#text': '27.0'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '33.7'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '-0.8'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '26.7'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '0.5'}, 'RelativeHumidity': {'@Unit': '%', '#text': '92'}, 'WindDirection': {'@Unit': 'degree'}, 'WindSpeed': {'@Unit': 'km/h'}, 'Rainfall': {'@Unit': 'mm', '#text': '0.00'}}"
48431,นครราชสีมา,NAKHON RATCHASIMA,นครราชสีมา,"{'@Unit': 'decimal degree', '#text': '14.96830'}","{'@Unit': 'decimal degree', '#text': '102.08603'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1004.57'}, 'Temperature': {'@Unit': 'celcius', '#text': '27.5'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '34.3'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '-2.4'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '26.9'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '1.1'}, 'RelativeHumidity': {'@Unit': '%', '#text': '82'}, 'WindDirection': {'@Unit': 'degree', '#text': '280'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '3'}, 'Rainfall': {'@Unit': 'mm', '#text': '0.00'}}"
48435,ปากช่อง สกษ.,PAKCHONG AGROMET.,นครราชสีมา,"{'@Unit': 'decimal degree', '#text': '14.64389'}","{'@Unit': 'decimal degree', '#text': '101.33194'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1005.23'}, 'Temperature': {'@Unit': 'celcius', '#text': '26.2'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '32.1'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '-1.1'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '25.5'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '2.3'}, 'RelativeHumidity': {'@Unit': '%', '#text': '76'}, 'WindDirection': {'@Unit': 'degree', '#text': '250'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '13'}, 'Rainfall': {'@Unit': 'mm', '#text': '0.00'}}"
48434,โชคชัย,CHOK CHAI,นครราชสีมา,"{'@Unit': 'decimal degree', '#text': '14.71889'}","{'@Unit': 'decimal degree', '#text': '102.16861'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1004.71'}, 'Temperature': {'@Unit': 'celcius', '#text': '27.0'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '34.3'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '-2.7'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '26.3'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '0.6'}, 'RelativeHumidity': {'@Unit': '%', '#text': '84'}, 'WindDirection': {'@Unit': 'degree', '#text': '240'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '4'}, 'Rainfall': {'@Unit': 'mm', '#text': '0.00'}}"
48432,สุรินทร์,SURIN,สุรินทร์,"{'@Unit': 'decimal degree', '#text': '14.88333'}","{'@Unit': 'decimal degree', '#text': '103.50000'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1005.31'}, 'Temperature': {'@Unit': 'celcius', '#text': '26.7'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '34.4'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '-1.1'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '25.8'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '0.3'}, 'RelativeHumidity': {'@Unit': '%', '#text': '96'}, 'WindDirection': {'@Unit': 'degree', '#text': '000'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '0'}, 'Rainfall': {'@Unit': 'mm', '#text': '2.30'}}"
48433,สุรินทร์ สกษ.,SURIN AGROMET.,สุรินทร์,"{'@Unit': 'decimal degree', '#text': '14.88333'}","{'@Unit': 'decimal degree', '#text': '103.45000'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1004.92'}, 'Temperature': {'@Unit': 'celcius', '#text': '26.7'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '33.9'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '-1.3'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '26.0'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '0.8'}, 'RelativeHumidity': {'@Unit': '%', '#text': '97'}, 'WindDirection': {'@Unit': 'degree', '#text': '000'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '0'}, 'Rainfall': {'@Unit': 'mm', '#text': '1.40'}}"
48416,ท่าตูม,THA TUM,สุรินทร์,"{'@Unit': 'decimal degree', '#text': '15.31667'}","{'@Unit': 'decimal degree', '#text': '103.68333'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1004.29'}, 'Temperature': {'@Unit': 'celcius', '#text': '27.0'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '34.7'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '0.5'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '23.5'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '-1.4'}, 'RelativeHumidity': {'@Unit': '%', '#text': '90'}, 'WindDirection': {'@Unit': 'degree', '#text': '120'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '2'}, 'Rainfall': {'@Unit': 'mm', '#text': '24.60'}}"
48437,บุรีรัมย์,BURIRUM,บุรีรัมย์,"{'@Unit': 'decimal degree', '#text': '15.22575'}","{'@Unit': 'decimal degree', '#text': '103.24808'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1005.17'}, 'Temperature': {'@Unit': 'celcius', '#text': '25.0'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '35.5'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '0.9'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '24.2'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '-0.3'}, 'RelativeHumidity': {'@Unit': '%', '#text': '96'}, 'WindDirection': {'@Unit': 'degree', '#text': '000'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '0'}, 'Rainfall': {'@Unit': 'mm', '#text': '4.40'}}"
48436,นางรอง,NANG RONG,บุรีรัมย์,"{'@Unit': 'decimal degree', '#text': '14.58333'}","{'@Unit': 'decimal degree', '#text': '102.80000'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1004.67'}, 'Temperature': {'@Unit': 'celcius', '#text': '26.1'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '33.6'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '-1.1'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '25.2'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '1.0'}, 'RelativeHumidity': {'@Unit': '%', '#text': '83'}, 'WindDirection': {'@Unit': 'degree', '#text': '240'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '2'}, 'Rainfall': {'@Unit': 'mm', '#text': '4.00'}}"
48438,สมุทรสงคราม,SAMUTSONGKRAM,สมุทรสงคราม,"{'@Unit': 'decimal degree', '#text': '13.40778'}","{'@Unit': 'decimal degree', '#text': '100.03222'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1005.40'}, 'Temperature': {'@Unit': 'celcius', '#text': '28.5'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '34.2'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '0.4'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '27.9'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '0.3'}, 'RelativeHumidity': {'@Unit': '%', '#text': '75'}, 'WindDirection': {'@Unit': 'degree', '#text': '280'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '3'}, 'Rainfall': {'@Unit': 'mm', '#text': '0.00'}}"
48462,อรัญประเทศ,ARANYA PRATHET,สระแก้ว,"{'@Unit': 'decimal degree', '#text': '13.70000'}","{'@Unit': 'decimal degree', '#text': '102.58333'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1004.93'}, 'Temperature': {'@Unit': 'celcius', '#text': '27.7'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '34.2'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '-1.8'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '26.9'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '0.0'}, 'RelativeHumidity': {'@Unit': '%', '#text': '90'}, 'WindDirection': {'@Unit': 'degree', '#text': '000'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '0'}, 'Rainfall': {'@Unit': 'mm', '#text': '2.80'}}"
48440,สระแก้ว,SA KAEW,สระแก้ว,"{'@Unit': 'decimal degree', '#text': '13.78889'}","{'@Unit': 'decimal degree', '#text': '102.03472'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1004.98'}, 'Temperature': {'@Unit': 'celcius', '#text': '27.1'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '33.2'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '-2.3'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '26.7'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '0.2'}, 'RelativeHumidity': {'@Unit': '%', '#text': '95'}, 'WindDirection': {'@Unit': 'degree', '#text': '000'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '0'}, 'Rainfall': {'@Unit': 'mm', '#text': '1.60'}}"
48450,กาญจนบุรี,KANCHANA BURI,กาญจนบุรี,"{'@Unit': 'decimal degree', '#text': '14.02250'}","{'@Unit': 'decimal degree', '#text': '99.53583'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1005.73'}, 'Temperature': {'@Unit': 'celcius', '#text': '28.0'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '35.1'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '-0.7'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '25.2'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '0.7'}, 'RelativeHumidity': {'@Unit': '%', '#text': '72'}, 'WindDirection': {'@Unit': 'degree', '#text': '030'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '3'}, 'Rainfall': {'@Unit': 'mm', '#text': '0.00'}}"
48421,ทองผาภูมิ,THONG PHAPHUM,กาญจนบุรี,"{'@Unit': 'decimal degree', '#text': '14.74222'}","{'@Unit': 'decimal degree', '#text': '98.63639'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1007.16'}, 'Temperature': {'@Unit': 'celcius', '#text': '25.0'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '31.8'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '-2.4'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '24.6'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '-0.5'}, 'RelativeHumidity': {'@Unit': '%', '#text': '94'}, 'WindDirection': {'@Unit': 'degree', '#text': '000'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '0'}, 'Rainfall': {'@Unit': 'mm', '#text': '1.50'}}"
48451,นครปฐม,NAKHONPATHOM,นครปฐม,"{'@Unit': 'decimal degree', '#text': '14.01167'}","{'@Unit': 'decimal degree', '#text': '99.97000'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1005.73'}, 'Temperature': {'@Unit': 'celcius', '#text': '27.2'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '35.0'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '-0.7'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '26.6'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '0.9'}, 'RelativeHumidity': {'@Unit': '%', '#text': '87'}, 'WindDirection': {'@Unit': 'degree', '#text': '210'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '2'}, 'Rainfall': {'@Unit': 'mm', '#text': '0.00'}}"
48455,กรุงเทพมหานคร,BANGKOK METROPOLIS,กรุงเทพมหานคร,"{'@Unit': 'decimal degree', '#text': '13.72639'}","{'@Unit': 'decimal degree', '#text': '100.56000'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1004.99'}, 'Temperature': {'@Unit': 'celcius', '#text': '28.5'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '34.3'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '0.8'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '28.2'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '0.3'}, 'RelativeHumidity': {'@Unit': '%', '#text': '76'}, 'WindDirection': {'@Unit': 'degree', '#text': '250'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '3'}, 'Rainfall': {'@Unit': 'mm', '#text': '0.00'}}"
48454,กรุงเทพฯ ท่าเรือคลองเตย,BANGKOK PORT (KLONG TOEI),กรุงเทพมหานคร,"{'@Unit': 'decimal degree', '#text': '13.70694'}","{'@Unit': 'decimal degree', '#text': '100.56805'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1005.43'}, 'Temperature': {'@Unit': 'celcius', '#text': '28.7'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '34.8'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '1.2'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '28.4'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '0.4'}, 'RelativeHumidity': {'@Unit': '%', '#text': '76'}, 'WindDirection': {'@Unit': 'degree', '#text': '000'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '0'}, 'Rainfall': {'@Unit': 'mm', '#text': '0.00'}}"
48453,กรุงเทพฯ บางนา สกษ.,BANG NA AGROMET.,กรุงเทพมหานคร,"{'@Unit': 'decimal degree', '#text': '13.66639'}","{'@Unit': 'decimal degree', '#text': '100.60611'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1005.26'}, 'Temperature': {'@Unit': 'celcius', '#text': '29.2'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '34.6'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '1.1'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '28.6'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '0.4'}, 'RelativeHumidity': {'@Unit': '%', '#text': '69'}, 'WindDirection': {'@Unit': 'degree', '#text': '330'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '3'}, 'Rainfall': {'@Unit': 'mm', '#text': '0.00'}}"
48456,สนามบินดอนเมือง,DON MUANG AIRPORT,กรุงเทพมหานคร,"{'@Unit': 'decimal degree', '#text': '13.91917'}","{'@Unit': 'decimal degree', '#text': '100.60500'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1006.03'}, 'Temperature': {'@Unit': 'celcius', '#text': '28.8'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '34.2'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '1.3'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '28.4'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '0.7'}, 'RelativeHumidity': {'@Unit': '%', '#text': '58'}, 'WindDirection': {'@Unit': 'degree', '#text': '250'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '7'}, 'Rainfall': {'@Unit': 'mm', '#text': '0.00'}}"
48459,ชลบุรี,CHON BURI,ชลบุรี,"{'@Unit': 'decimal degree', '#text': '13.36667'}","{'@Unit': 'decimal degree', '#text': '100.98333'}","{'@type': 'ObservationToday', 'DateTime': '2025-06-11 07:00', 'MeanSeaLevelPressure': {'@unit': 'mb', '#text': '1005.09'}, 'Temperature': {'@Unit': 'celcius', '#text': '29.5'}, 'MaxTemperature': {'@Unit': 'celcius', '#text': '34.1'}, 'DifferentFromMaxTemperature': {'@Unit': 'celcius', '#text': '-0.1'}, 'MinTemperature': {'@Unit': 'celcius', '#text': '27.2'}, 'DifferentFromMinTemperature': {'@Unit': 'celcius', '#text': '0.2'}, 'RelativeHumidity': {'@Unit': '%', '#text': '78'}, 'WindDirection': {'@Unit': 'degree', '#text': '270'}, 'WindSpeed': {'@Unit': 'km/h', '#text': '6'}, 'Rainfall': {'@Unit': 'mm', '#text': '0.00'}}"
